"name","url","country","region","divisions","keywords"
"Tyrrell County Emergency Management","http://tyrrellcounty.org/index.php/en/emergency-management","united states","north carolina","EM, Practitioner , Response, Civil , Cyber Security",""
"U.S. National Library of Medicine Specialized Information Services","http://wiser.nlm.nih.gov/","united states","all regions","Health, Science , Research , Academia",""
"UC Berkeley Extension - San Francisco","http://extension.berkeley.edu/public/category/programStream.do?method=load&selectedProgramAreaId=10394&selectedProgramStreamId=15588","united states","california","environmental, management, stormwatch, sustainability, greenhouse, social, corporate, responsibility, construction, professional, certificate, economics",""
"UCLA, Center for Prehospital Care","https://www.cpc.mednet.ucla.edu/courses","united states","california","EM,s, prehospital, care, Emergency, medical, technician, paramedic, full-time, part-time, practical, refresher, phlebotomy, life, support, trauma, nurse",""
"Unified Command - Joining Forces","http://www2.gov.bc.ca/gov/content/environment/air-land-water/spills-environmental-emergencies/planning-prevention-response/partners-in-emergency-prevention/unified-command","canada","british columbia","EM, Practitioner","Incident, Command, System, environmental, emergency, planning response"
"Union County Emergency Management","http://www.co.union.nc.us/PublicSafety/EmergencyManagement/tabid/286/Default.aspx","united states","north carolina","EM, Practitioner , Response, Civil , Cyber Security",""
"Union County Emergency Management Division","http://www.countyofunion.org/site/cpage.asp?cpage_id=180008891&sec_id=180003667","united states","south carolina","EM, Practitioner , Response, Civil , Cyber Security",""
"Union County Sheriff's Office - Emergency Management","http://www.unionsheriff.us/emergency_management.html","united states","florida","EM, Practitioner , Response, Civil , Cyber Security",""
"United States Environment Protection Agency","http://www.epa.gov/","united states","all regions","Science , Research , Academia, Health, EM, Practitioner , Response","People & Society, Earth & Environment, Publications, Statistics, Critical Infrastructure"
"United States Geological Survey","http://earthquake.usgs.gov/","united states","all regions","Science , Research , AcadEM,ics; E.M Practitioner , Response","Weather, Oceans, Space, Atmosphere, Warning System, Climate, Climate Change, Tsunami, Cyclone, Hurricane, Goverment, Monitoring"
"Univeristy of Delaware","http://www.udel.edu/","united states","delaware","Science Research , Academia",""
"University Nevada Las Vegas","https://www.unlv.edu/degree/ecem","united states","nevada","master, science, executive, crisis, Emergency, management, ecEM,, theoretical, practical, homeland, security, community, preparedness, mitigation",""
"University of Akron","https://www.uakron.edu/public-service/emergency-management/index.dot","united states","ohio","homeland, security, Emergency, management, risk, society, hazard, technological, environmental, prepare, disaster, federal, state, bachelor, science, weekend, certificate, international, fire, services, accreditation, congress",""
"University of Alaska Fairbanks","https://www.uaf.edu/som/degrees/undergraduate/bem/","united states","alaska","homeland, security, Emergency, management, hesm, bachelor, masters, security, disaster, degree, minor",""
"University of Bonn, Germany","http://www.kavoma.de/","germany","bonn","germany, german, masters, disaster, preparedness, management, EM,, Emergency, continuing, professional, risk, governance",""
"University of Central Florida","https://www.cohpa.ucf.edu/publicadmin/emergency-management/academic-programs/graduate-programs/emergency-management-and-homeland-security-certificate/","united states","florida","Emergency, management, homeland, security, certificate, public, administration, graduate, interdisciplinary, working, security, threat, crisis, natural, man-made, disasters",""
"University of Central Missouri","https://www.ucmo.edu/irem/cdm/","united states","missouri","in person, online, public, safety, institutional, Emergency, planner, school, hospital, community, relief, industrial, business, continuity",""
"University of Colorado Denver","http://catalog.ucdenver.edu/preview_program.php?catoid=1&poid=144&returnto=59","united states","coldorado","Emergency, management, homeland, security, ehms, graduate, master, public, administration, hazard, disaster, critical, thinking, criminal, justice",""
"University of Delaware","http://drc.udel.edu/education/","united states","delaware","ba, sociology, Emergency, environmental, management, masters, bachelors, ma, phd, comprehensive, examination, disaster, thesis, science, theories, terminal, degree, public, administration, government, agency, safety, engineering, infrastructure, systEM,, systEM,s, civil",""
"University of Denver","http://universitycollege.du.edu/smgt/","united states","denver","masters, certificate, bachelor, security, management, Emergency, planning, response, information",""
"University of Findlay","http://www.findlayallhazards.com/","united states","ohio","disaster, management, hazmat, first, response, safety, security, maritime, crisis, business",""
"University of Hawaii West Oahu","http://www.uhwo.hawaii.edu/academics/degrees-and-certificates/certificates/","united states","hawaii","certificate, disaster, preparedness, Emergency, management, dpEM,, administrative, bachelor, public, administration, on-campus, distance",""
"University of Houston","http://www.uh.edu/class/mpa/","united states","texas","public, service, metropolitan, Emergency, management, organizational, specialization, urban, administrative, gas, oil, policy, healthcare, environmental, mpa, masters, administration",""
"University of Kentucky college of Communication & Information","https://ci.uky.edu/ci/majors-minors-and-certificates-college-communication-and-information","united states","kentucky","business, organizational, communication, crisis, mass, digital, health, major",""
"University of La Verne","http://laverne.edu/business-and-public-administration/department-of-public-and-health-administration/","united states","california","mpa, masters, public, administration, resources, analytic, context, changing, service, bachelor, science, bs, theory, sector, management, health, phd, dpa, leadership, conflict, management",""
"University of Maryland University College","https://www.umuc.edu/academic-programs/masters-degrees/management-with-emergency-management-specialization.cfm","united states","maryland","Emergency, management, masters, science, communities, hazard, cope, dual, mba, business, administration, distance, education, mde, vulnerability, cross-disciplinary, natural, disaster, terrorism, man-made, mitigate",""
"University of maryland-baltimore County","http://ehs.umbc.edu/","united states","maryland","graduate, Emergency, health, services, field, masters, planning, research, development, preventative, undergraduate, paramedic, management, continuing, education, pace",""
"University of Miami","http://www.miami.edu/sonhs/index.php/sonhs/academics/","united states","florida","bachelor, minor, masters, phd, health, informatics, science, bushes, public, psph",""
"University of Michigan","http://fordschool.umich.edu/","united states","michigan","ba, bachelor, arts, public, policy, master, mpp, administration, map, phd, science, technology, graduate, certificate",""
"University of Nebraska at Omaha","http://www.unomaha.edu/college-of-public-affairs-and-community-service/public-administration/index.php","united states","nebraska","master, public, administration, science, urban, studies, phd, graduate, certificate, continuing, studies, Emergency, management, man-made, natural, disasters, private, public",""
"University of Nevada, Reno","http://www.unr.edu/cla/polisci/graduate/mpa.html","united states","nevada","master, public, administration, policy, analysis, mpa, managerial, governmental, political, management, environmental",""
"University of New Haven","http://www.newhaven.edu/lee-college/programs/graduate/emergency-management/","united states","conneticut","master, science, Emergency, management, online, in person, certificate, fire, service, hazard, mitigation, catastrophe, readiness, recovery, disaster",""
"University of North Alabama","https://www.una.edu/criminaljustice/security-and-emergency-management.html","united states","alabama","Emergency, management, bachelor, undergraduate, certificate, security, management, homeland, EM,, civil, response, justice, criminal",""
"University of North Carolina at Chapel Hill","http://sph.unc.edu/hpm/hpm-degrees-and-certificates/community-preparedness-and-disaster-management-cpdm-3/","united states","north carolina","community, preparedness, disaster, management, CPDM, professionals, fire, medical, public, health, terrorism, Emergency, analytic, planning, implEM,entation",""
